HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.VIDEO_ID,Input.CLIP,Answer.anger,Answer.disgust,Answer.fear,Answer.gender,Answer.happiness,Answer.sadness,Answer.secret_word1,Answer.secret_word2,Answer.secret_word3,Answer.sentiment,Answer.surprise,Answer.video_load,Approve,Reject
3O71U79SRB177JG9F4B09R6UBS3MS2,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:00 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:00 PDT 2017,,,3B3WTRP3DCE2IKDBMIXR16IQW4H928,AE861G0AY5RGT,Submitted,Sat Oct 28 23:33:53 PDT 2017,Sat Oct 28 23:34:35 PDT 2017,Tue Oct 31 23:34:35 PDT 2017,,,,42,100% (51/51),100% (46/46),100% (45/45),QBc7X5jj8oA,2,0,0,0,0,2,0,{},{},{},-2,0,0,,
3ZQA3IO31B3VD22RF1BT5U8QGS5O1Z,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:45 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:45 PDT 2017,,,3N4BPTXIO94VJS549ZYMXYRYQOEKUV,A170EDGL8ZWMSL,Submitted,Sat Oct 28 21:33:08 PDT 2017,Sat Oct 28 21:33:43 PDT 2017,Tue Oct 31 21:33:43 PDT 2017,,,,35,100% (232/232),100% (232/232),100% (232/232),9cSJglGi9Pg,4,0,0,0,0,2,0,{},{},{},-2,0,0,,
3FJ2RVH25ZIZV0GHWGSPDNN6DZ029J,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:42 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:42 PDT 2017,,,3PXX5PX6LYAABGNCXH42YUWEWWNBAA,AE861G0AY5RGT,Submitted,Sun Oct 29 13:04:11 PDT 2017,Sun Oct 29 13:05:12 PDT 2017,Wed Nov 01 13:05:12 PDT 2017,,,,61,100% (51/51),100% (46/46),100% (45/45),nbru7qLot04,4,0,0,0,0,2,0,{},{},{},-2,0,0,,
3MA5N0ATTCN5OCXFEX8LR3HBS07KWD,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:58 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:58 PDT 2017,,,3G2UL9A02EQMM28JUNBADN8WHNG764,A2TBXASXZIRNNW,Submitted,Sun Oct 29 13:52:19 PDT 2017,Sun Oct 29 13:52:55 PDT 2017,Wed Nov 01 13:52:55 PDT 2017,,,,36,100% (1587/1587),100% (1509/1509),100% (1509/1509),e7_2U4lm6TE,34,0,0,0,0,2,0,{},{},{},-2,0,0,,
34F34TZU7WBO1CTQISJ22H199492JB,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:20 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:20 PDT 2017,,,3DH6GAKTYZ17PWOVJ1YLNYLOQKHYZ6,A1AZAC9CPBEP6K,Submitted,Sat Oct 28 17:48:45 PDT 2017,Sat Oct 28 17:50:57 PDT 2017,Tue Oct 31 17:50:57 PDT 2017,,,,132,100% (1215/1215),100% (1214/1214),100% (726/726),GCOFujDHDx0,5,0,0,0,0,2,0,morsel,healer,district,-1,0,0,,
3IVKZBIBJ0LLF5FYO7VNHMYYU64SHZ,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:13 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:13 PDT 2017,,,3IX2EGZR7CV8SG75NK35R841414JRN,A2R2YZTSME1K3F,Submitted,Sat Oct 28 23:19:02 PDT 2017,Sat Oct 28 23:20:31 PDT 2017,Tue Oct 31 23:20:31 PDT 2017,,,,89,0% (0/0),0% (0/0),0% (0/0),E_oqbJatW3E,2,0,0,0,0,2,0,{},{},{},-1,0,0,,
371QPA24C20BQU7ZBIXSZ4EDF0LT1P,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:32:58 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:32:58 PDT 2017,,,304SM51WA4GEBC96EHQTJUQKIWTBST,A34M93NJC830DP,Submitted,Sat Oct 28 17:08:21 PDT 2017,Sat Oct 28 17:10:00 PDT 2017,Tue Oct 31 17:10:00 PDT 2017,,,,99,100% (1065/1065),100% (1065/1065),100% (643/643),-HeZS2-Prhc,8,0,1,0,0,1,0,{},{},{},-2,0,0,,
3G5RUKN2ECFVKM5AIZQ95BQ4OUP9NF,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:05 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:05 PDT 2017,,,39K0FND3AIR6U7R9O6UBCA788R3MAE,A2R2YZTSME1K3F,Submitted,Sat Oct 28 22:55:52 PDT 2017,Sat Oct 28 22:57:10 PDT 2017,Tue Oct 31 22:57:10 PDT 2017,,,,78,0% (0/0),0% (0/0),0% (0/0),RRKez9BR-94,13,0,1,0,0,1,0,{},{},{},-2,0,0,,
31SIZS5W59RMRJEOS8IC0QL3ZRJQR7,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:17 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:17 PDT 2017,,,3TDXMTX3CC6JBMPFDEF74CY5V286ID,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 12:14:18 PDT 2017,Sun Oct 29 12:14:43 PDT 2017,Wed Nov 01 12:14:43 PDT 2017,,,,25,100% (1215/1215),100% (1214/1214),100% (726/726),55T4QNcdpOk,4,0,1,0,0,1,0,morsel,healer,district,-2,0,0,,
3UYRNV2KITBV6HM0D7KV5FVT4O8N85,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:32 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:32 PDT 2017,,,30MVJZJNHNP2OGBJT33J0N47YJS9JS,A3R79CYQ817AV3,Submitted,Sun Oct 29 14:17:47 PDT 2017,Sun Oct 29 14:18:25 PDT 2017,Wed Nov 01 14:18:25 PDT 2017,,,,38,100% (4/4),100% (4/4),100% (4/4),EJT25p7JahU,7,0,1,0,0,1,0,{},{},{},-2,0,0,,
3ZXNP4Z39RX1I3EWRPCAENV9O937L1,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:44 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:44 PDT 2017,,,3IAEQB9FMFW0XQOZCIR0B9H5R02DWU,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 13:04:31 PDT 2017,Sun Oct 29 13:04:53 PDT 2017,Wed Nov 01 13:04:53 PDT 2017,,,,22,100% (1215/1215),100% (1214/1214),100% (726/726),fT6SrlsWV7M,13,1,1,0,0,1,0,morsel,healer,district,-2,0,0,,
3VGZ74AYTGSR8SVR7FN5HHIFT35GCU,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:42 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:42 PDT 2017,,,3OXV7EAXLF24LJ7WSB8K06WGCG136S,A1AZAC9CPBEP6K,Submitted,Sat Oct 28 20:57:01 PDT 2017,Sat Oct 28 20:57:21 PDT 2017,Tue Oct 31 20:57:21 PDT 2017,,,,20,100% (1215/1215),100% (1214/1214),100% (726/726),33ueXDUn3mA,13,0,0,0,0,1,0,morsel,healer,district,-2,0,0,,
3VW0145YLYOE8GXJSA2MHQF7F9QJMJ,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:44 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:44 PDT 2017,,,39GXDJN2OUQB16S350BO3FKQ9WX8VV,A170EDGL8ZWMSL,Submitted,Sat Oct 28 21:44:11 PDT 2017,Sat Oct 28 21:44:48 PDT 2017,Tue Oct 31 21:44:48 PDT 2017,,,,37,100% (232/232),100% (232/232),100% (232/232),nbru7qLot04,3,0,0,0,0,1,0,{},{},{},-2,0,0,,
3AC6MFV69KUIGH1CJZPVDFV1HL4ZHB,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:08 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:08 PDT 2017,,,3VZLGYJEYMMIPRYLE5CJ4KEFOGPXZ5,A2R2YZTSME1K3F,Submitted,Sat Oct 28 22:39:59 PDT 2017,Sat Oct 28 22:41:47 PDT 2017,Tue Oct 31 22:41:47 PDT 2017,,,,108,0% (0/0),0% (0/0),0% (0/0),BLFUj7_uy_0,4,0,0,0,0,1,0,{},{},{},-2,0,0,,
3WYZV0QBFJPJK9YBIPREUJCSE82XBX,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:53 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:53 PDT 2017,,,3JBT3HLQF9EDGIWUSE22A7SCMK0ZP9,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 12:17:03 PDT 2017,Sun Oct 29 12:17:23 PDT 2017,Wed Nov 01 12:17:23 PDT 2017,,,,20,100% (1215/1215),100% (1214/1214),100% (726/726),K9-KyChw8RM,0,0,0,0,0,1,0,morsel,healer,district,-2,0,0,,
3IYI9285WSC1ZULSFL88EUAVLVNJC2,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:34:38 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:34:38 PDT 2017,,,345LHZDEDY4PNUXXOT6NGCAWF5QU3Y,A34M93NJC830DP,Submitted,Sun Oct 29 09:27:44 PDT 2017,Sun Oct 29 09:29:07 PDT 2017,Wed Nov 01 09:29:07 PDT 2017,,,,83,100% (1065/1065),100% (1065/1065),100% (643/643),CO6n-skQJss,3,0,0,0,0,1,0,{},{},{},-2,0,0,,
3N5YJ55YXGF9P5FFA549161OUC8NA9,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:35 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:35 PDT 2017,,,3OLQQLKKNT1JJC201EJ5S15IPFLJEN,A34M93NJC830DP,Submitted,Sun Oct 29 12:14:46 PDT 2017,Sun Oct 29 12:21:48 PDT 2017,Wed Nov 01 12:21:48 PDT 2017,,,,422,100% (1065/1065),100% (1065/1065),100% (643/643),Vx8npmcFxak,1,0,0,0,0,1,0,{},{},{},-2,0,0,,
32K26U12DN0KVHR0W6H21O371I8DVJ,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:52 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:52 PDT 2017,,,3LRLIPTPERLB4JR63UHVXXF4JQ7KAE,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 14:01:30 PDT 2017,Sun Oct 29 14:01:51 PDT 2017,Wed Nov 01 14:01:51 PDT 2017,,,,21,100% (1215/1215),100% (1214/1214),100% (726/726),rC29Qub0U7A,9,0,0,0,0,1,0,morsel,healer,district,-2,0,0,,
36D1BWBEHNDE2KZBLPWUI9TQDY72MI,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:50 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:50 PDT 2017,,,3OS4RQUCRAR5774K8XQUCV75TCZFBQ,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 12:58:08 PDT 2017,Sun Oct 29 12:58:28 PDT 2017,Wed Nov 01 12:58:28 PDT 2017,,,,20,100% (1215/1215),100% (1214/1214),100% (726/726),5vwXp27bCLw,21,0,0,0,0,1,0,morsel,healer,district,-2,0,0,,
306W7JMRYYAT58X3AHFMEKVZNZVB85,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:56 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:56 PDT 2017,,,3C6FJU71TR5Q3XULDEZD6669O89UYW,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 14:09:00 PDT 2017,Sun Oct 29 14:09:19 PDT 2017,Wed Nov 01 14:09:19 PDT 2017,,,,19,100% (1215/1215),100% (1214/1214),100% (726/726),r8OPmbZZlpE,2,0,0,0,0,1,0,morsel,healer,district,-2,0,0,,
3RSBJ6YZEC2M3HWZM0QEUWCKH2RFOU,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:35:50 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:35:50 PDT 2017,,,3DYGAII7PMK42QV35IJPJEG8HIXPQP,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 13:52:26 PDT 2017,Sun Oct 29 13:52:46 PDT 2017,Wed Nov 01 13:52:46 PDT 2017,,,,20,100% (1215/1215),100% (1214/1214),100% (726/726),BLFUj7_uy_0,2,0,0,0,0,1,0,morsel,healer,district,-2,0,0,,
36GJS3V78V2EG61XH74R4LVAJNHJGE,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:36:03 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:36:03 PDT 2017,,,3GD6L00D3T9A0JE9SN1I19E541X1MD,A1AZAC9CPBEP6K,Submitted,Sun Oct 29 14:02:11 PDT 2017,Sun Oct 29 14:02:29 PDT 2017,Wed Nov 01 14:02:29 PDT 2017,,,,18,100% (1215/1215),100% (1214/1214),100% (726/726),4oeKDFIaL7o,0,0,0,0,0,1,0,morsel,healer,district,-2,0,0,,
3FTID4TN8LAKXNAXEY2AR0F6S8CLYG,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:36:11 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:36:11 PDT 2017,,,37C0GNLMHGF23B9TL0EWDFIS3YO6D1,A2R2YZTSME1K3F,Submitted,Sun Oct 29 14:19:45 PDT 2017,Sun Oct 29 14:20:44 PDT 2017,Wed Nov 01 14:20:44 PDT 2017,,,,59,0% (0/0),0% (0/0),0% (0/0),Y4izAQYtGEw,1,0,0,0,0,1,0,{},{},{},-2,0,0,,
3VCK0Q0PO5QDOSHXI37GC0PBLQTN0F,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:13 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:13 PDT 2017,,,3TVSS0C0E2C7EFKWY8RFGDZRUFHWT9,A1AZAC9CPBEP6K,Submitted,Sat Oct 28 16:39:15 PDT 2017,Sat Oct 28 16:39:41 PDT 2017,Tue Oct 31 16:39:41 PDT 2017,,,,26,100% (1215/1215),100% (1214/1214),100% (726/726),McnbZjgCPLw,8,0,0,0,0,1,0,morsel,healer,district,-1,0,0,,
3M93N4X8HKZH6BAOC7Y8TZED7Y7JSU,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:32:55 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:32:55 PDT 2017,,,3WQ3B2KGE9SEHSAC1YB9NT3BSWM1B5,A1AZAC9CPBEP6K,Submitted,Sat Oct 28 17:43:17 PDT 2017,Sat Oct 28 17:43:44 PDT 2017,Tue Oct 31 17:43:44 PDT 2017,,,,27,100% (1215/1215),100% (1214/1214),100% (726/726),EmmuWoCUgXs,6,0,0,0,0,1,0,morsel,healer,district,-1,0,0,,
33J5JKFMK6AU8HTMHIHGISINTD0Q30,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:32:55 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:32:55 PDT 2017,,,3HYA4D452SVBJU4OP4XJB241ZZ8F2W,A219VCQZADQ45W,Submitted,Sat Oct 28 16:06:24 PDT 2017,Sat Oct 28 16:07:13 PDT 2017,Tue Oct 31 16:07:13 PDT 2017,,,,49,100% (252/252),100% (252/252),100% (173/173),MZoLQD83R-4,10,0,0,0,0,1,0,{},{},{},-1,0,0,,
