HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.VIDEO_ID,Input.CLIP,Answer.anger,Answer.disgust,Answer.fear,Answer.gender,Answer.happiness,Answer.sadness,Answer.secret_word1,Answer.secret_word2,Answer.secret_word3,Answer.sentiment,Answer.surprise,Answer.video_load,Approve,Reject
3SD15I2WD261YZA2293ICN1WTCP36H,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:29 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:29 PDT 2017,,,3U088ZLJVL56Y6N50635W2XMX5AW0P,A1P3Z24Y6GRNVA,Submitted,Sat Oct 28 18:40:53 PDT 2017,Sat Oct 28 18:41:14 PDT 2017,Tue Oct 31 18:41:14 PDT 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),E1r0FrFyNTw,2,0,0,0,0,1,0,{},{},{},3,0,0,,
31ODACBENURYSYE17XIHQ0QZLTZSQU,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:32:55 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:32:55 PDT 2017,,,3MAOD8E57RMO82K2BH1P9X76E0INXB,A1U0GNE5ELW5V7,Submitted,Sat Oct 28 18:03:24 PDT 2017,Sat Oct 28 18:03:55 PDT 2017,Tue Oct 31 18:03:55 PDT 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),3lkn8MS3n8Q,10,0,0,0,0,3,0,{},{},{},3,2,0,,
34XASH8KLQYAUR0HNN76EM1JO8VMPL,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:10 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:10 PDT 2017,,,39JEC7537VDDD9IGMCRT51G9ZLGCVZ,A2TBXASXZIRNNW,Submitted,Sat Oct 28 16:40:38 PDT 2017,Sat Oct 28 16:41:41 PDT 2017,Tue Oct 31 16:41:41 PDT 2017,,,,63,100% (1587/1587),100% (1509/1509),100% (1509/1509),d1CDP6sMuLA,18,0,0,0,0,1,0,{},{},{},3,0,0,,
34XASH8KLQYAUR0HNN76EM1JO8VMPL,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:10 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:10 PDT 2017,,,3QILPRALQ67YT1JU39PXTYQDNQL8NY,AOAZMLP27GD81,Submitted,Sat Oct 28 15:59:27 PDT 2017,Sat Oct 28 16:00:00 PDT 2017,Tue Oct 31 16:00:00 PDT 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),d1CDP6sMuLA,18,0,0,0,0,1,0,{},{},{},3,0,0,,
3UQVX1UPFSTHZ6S4WK9WKCMDAV3022,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:25 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:25 PDT 2017,,,37XITHEISXLLK21ZDSMJ44R6EFPCRS,A1U0GNE5ELW5V7,Submitted,Sat Oct 28 18:26:38 PDT 2017,Sat Oct 28 18:27:03 PDT 2017,Tue Oct 31 18:27:03 PDT 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),RRKez9BR-94,10,0,0,0,0,2,0,{},{},{},3,1,0,,
386659BNTLTAALA8DG9IFTC8IPP01L,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:25 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:25 PDT 2017,,,3NGMS9VZTMUVKOG0DZCQVLYQ84VFF0,A2TBXASXZIRNNW,Submitted,Sat Oct 28 17:33:26 PDT 2017,Sat Oct 28 17:33:56 PDT 2017,Tue Oct 31 17:33:56 PDT 2017,,,,30,100% (1587/1587),100% (1509/1509),100% (1509/1509),3GyEnzE1NTQ,17,0,0,0,0,3,0,{},{},{},3,0,0,,
3G57RS03HHHGUDE5TQF817I4R3E25P,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:16 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:16 PDT 2017,,,37WLF8U1WQ2AHHF3DH0JHSDIN1M6K3,A1P3Z24Y6GRNVA,Submitted,Sat Oct 28 18:33:33 PDT 2017,Sat Oct 28 18:33:50 PDT 2017,Tue Oct 31 18:33:50 PDT 2017,,,,17,0% (0/0),0% (0/0),0% (0/0),v2DFe9X-jCY,28,0,0,0,0,0,0,{},{},{},3,0,0,,
3NFWQRSHVEQYB4F1YHD6PN3IQGWGF4,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:32:55 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:32:55 PDT 2017,,,39JEC7537VDDD9IGMCRT51G9ZLQCV9,A2TBXASXZIRNNW,Submitted,Sat Oct 28 17:21:51 PDT 2017,Sat Oct 28 17:22:17 PDT 2017,Tue Oct 31 17:22:17 PDT 2017,,,,26,100% (1587/1587),100% (1509/1509),100% (1509/1509),3n44IP3tCVE,5,0,0,0,0,3,0,{},{},{},3,0,0,,
3QE4DGPGBRNODOICE0HNYJ6R1QO4G5,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:11 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:11 PDT 2017,,,36V4Q8R5ZLCYHNYQD2RX2AMDC7QMQI,A2TBXASXZIRNNW,Submitted,Sat Oct 28 18:23:05 PDT 2017,Sat Oct 28 18:23:39 PDT 2017,Tue Oct 31 18:23:39 PDT 2017,,,,34,100% (1587/1587),100% (1509/1509),100% (1509/1509),CU6U-gS76K4,20,0,0,0,0,3,0,{},{},{},3,0,0,,
3UUIU9GZC5HAEC8IC5Z42URURGQT57,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:32:59 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:32:59 PDT 2017,,,3RU7GD8VPP5GF6AGXM8UEEV9ZZXPSF,A2TBXASXZIRNNW,Submitted,Sat Oct 28 16:20:04 PDT 2017,Sat Oct 28 16:20:31 PDT 2017,Tue Oct 31 16:20:31 PDT 2017,,,,27,100% (1587/1587),100% (1509/1509),100% (1509/1509),xjsaS-LeZ14,23,0,0,0,0,3,0,{},{},{},3,0,0,,
38VTL6WC4AP6VY7CMBM3ABJ96I95Y9,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:26 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:26 PDT 2017,,,3JNQLM5FT5YXJMEKBF0H6F9LWWS2LO,A1P3Z24Y6GRNVA,Submitted,Sat Oct 28 18:46:13 PDT 2017,Sat Oct 28 18:46:39 PDT 2017,Tue Oct 31 18:46:39 PDT 2017,,,,26,0% (0/0),0% (0/0),0% (0/0),J3-NEG8uoiE,3,0,0,0,0,2,0,{},{},{},3,0,0,,
3VDI8GSXAF5PWP5EQ370FVMW3CK8GG,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:31 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:31 PDT 2017,,,3QILPRALQ67YT1JU39PXTYQDNS5N81,A2TBXASXZIRNNW,Submitted,Sat Oct 28 20:06:48 PDT 2017,Sat Oct 28 20:07:19 PDT 2017,Tue Oct 31 20:07:19 PDT 2017,,,,31,100% (1587/1587),100% (1509/1509),100% (1509/1509),27ubp7CLLKQ,3,0,0,3,0,1,0,{},{},{},3,0,0,,
3IV1AEQ4DRPZNRVFY9S3C8ECV418JK,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:32 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:32 PDT 2017,,,3ZOTGHDK5JNYU6YFIMVFPEQJPWDOSD,A7NZ814Q5MX2R,Submitted,Sat Oct 28 19:53:04 PDT 2017,Sat Oct 28 19:58:10 PDT 2017,Tue Oct 31 19:58:10 PDT 2017,,,,306,100% (8/8),100% (8/8),100% (8/8),IwQWibE8EOM,4,0,0,0,0,2,0,morsel,healer,district,3,0,0,,
3M67TQBQQH0O03BL9VL4J564PNPA9V,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:27 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:27 PDT 2017,,,35BLDD71I79QL2TQEQB1GZHU842ZVN,A2WNW8A4MOR7T7,Submitted,Sat Oct 28 19:24:15 PDT 2017,Sat Oct 28 19:25:04 PDT 2017,Tue Oct 31 19:25:04 PDT 2017,,,,49,100% (123/123),100% (123/123),100% (123/123),tO68uTk-T_E,10,0,0,0,0,0,0,{},{},{},3,0,0,,
308KJXFUJRI7KIKZ71QLA57GJURTAD,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:00 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:00 PDT 2017,,,339ANSOTR6EQA1A4FI98EV3NWSVIKN,A2TBXASXZIRNNW,Submitted,Sat Oct 28 16:48:18 PDT 2017,Sat Oct 28 16:48:46 PDT 2017,Tue Oct 31 16:48:46 PDT 2017,,,,28,100% (1587/1587),100% (1509/1509),100% (1509/1509),frCWtiam4tE,6,0,0,0,0,3,0,{},{},{},3,0,0,,
3H5TOKO3D9VMGVT62N81MST27CL645,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:28 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:28 PDT 2017,,,32SCWG5HIIGBS8CJQ95RD9ZHHBHP6C,A2TBXASXZIRNNW,Submitted,Sat Oct 28 17:46:22 PDT 2017,Sat Oct 28 17:46:49 PDT 2017,Tue Oct 31 17:46:49 PDT 2017,,,,27,100% (1587/1587),100% (1509/1509),100% (1509/1509),HhpziYYP2Vg,23,0,0,0,0,2,1,{},{},{},3,0,0,,
3UL5XDRDNCVRGSGU97O9BYV7D3685Y,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:28 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:28 PDT 2017,,,33FBRBDW6PBF2XM3EJGJDNW1ONW8C7,A2TBXASXZIRNNW,Submitted,Sat Oct 28 18:05:21 PDT 2017,Sat Oct 28 18:05:57 PDT 2017,Tue Oct 31 18:05:57 PDT 2017,,,,36,100% (1587/1587),100% (1509/1509),100% (1509/1509),pSxte-ms0t8,35,3,0,0,0,1,0,{},{},{},3,0,0,,
3SD15I2WD261YZA2293ICN1WTCP63K,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:28 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:28 PDT 2017,,,3N2BF7Y2VR6L4UZNUC43TWUCLK7HMU,A2TBXASXZIRNNW,Submitted,Sat Oct 28 19:15:51 PDT 2017,Sat Oct 28 19:16:22 PDT 2017,Tue Oct 31 19:16:22 PDT 2017,,,,31,100% (1587/1587),100% (1509/1509),100% (1509/1509),pSxte-ms0t8,22,2,0,0,0,1,0,{},{},{},3,0,0,,
3RZS0FBRWKMXL5OQAYDSBQW7UURPC6,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:12 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:12 PDT 2017,,,39DD6S19JQN9JR74J0MRGVT8887ZEN,A2TBXASXZIRNNW,Submitted,Sat Oct 28 17:14:51 PDT 2017,Sat Oct 28 17:15:20 PDT 2017,Tue Oct 31 17:15:20 PDT 2017,,,,29,100% (1587/1587),100% (1509/1509),100% (1509/1509),C03473pYcRM,9,0,0,0,0,3,0,{},{},{},3,0,0,,
38Z7YZ2SB3E9YKB52LO3MYKCCVXQI0,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:00 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:00 PDT 2017,,,3ZV9H2YQQEJ2FYM2JTLOY0VT0HMW3C,A1U0GNE5ELW5V7,Submitted,Sat Oct 28 18:10:39 PDT 2017,Sat Oct 28 18:11:09 PDT 2017,Tue Oct 31 18:11:09 PDT 2017,,,,30,0% (0/0),0% (0/0),0% (0/0),qJBQH14qtHc,26,0,0,0,0,2,0,{},{},{},3,1,0,,
3QI9WAYOGQN5IGVHSO4JKV98LSNS6X,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:17 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:17 PDT 2017,,,3HQUKB7LNGQZCGYC3FOQ1RMG4YCHHP,A2TBXASXZIRNNW,Submitted,Sat Oct 28 16:46:53 PDT 2017,Sat Oct 28 16:47:14 PDT 2017,Tue Oct 31 16:47:14 PDT 2017,,,,21,100% (1587/1587),100% (1509/1509),100% (1509/1509),qed3medhsj4,5,0,0,0,0,3,0,{},{},{},3,0,0,,
3WKGUBL7SZY4ZGWDPRE3BBBZX7A4LB,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:13 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:13 PDT 2017,,,3R3YRB5GRGFP7FWIX8LX3KO2LAJUAL,A2TBXASXZIRNNW,Submitted,Sat Oct 28 16:27:27 PDT 2017,Sat Oct 28 16:27:58 PDT 2017,Tue Oct 31 16:27:58 PDT 2017,,,,31,100% (1587/1587),100% (1509/1509),100% (1509/1509),MSmTFZ_-THM,3,0,0,1,0,0,2,{},{},{},3,0,0,,
3XBYQ44Z6PG4RVN286MDSU47BDUWTR,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:17 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:17 PDT 2017,,,3HRMW88U172ATUTRW4XIN4VVZ3T0MZ,A1U0GNE5ELW5V7,Submitted,Sat Oct 28 18:25:25 PDT 2017,Sat Oct 28 18:25:46 PDT 2017,Tue Oct 31 18:25:46 PDT 2017,,,,21,0% (0/0),0% (0/0),0% (0/0),OHWyYVux-yw,2,0,0,0,0,2,0,{},{},{},3,0,0,,
3VMV5CHJZ8R8U9X2T1IV6RIJHP4TGP,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:01 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:01 PDT 2017,,,31EUONYN2WFEMYFJCH0K01AQOZBOVK,A34M93NJC830DP,Submitted,Sat Oct 28 17:38:16 PDT 2017,Sat Oct 28 17:38:59 PDT 2017,Tue Oct 31 17:38:59 PDT 2017,,,,43,100% (1065/1065),100% (1065/1065),100% (643/643),2HP4KedfmSc,5,0,0,0,0,0,0,{},{},{},3,0,0,,
34OWYT6U3WT36LUJLJDH03UN2VU9IY,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:17 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:17 PDT 2017,,,30IQTZXKALILN6SVABZRYLBT66QX0R,A2TBXASXZIRNNW,Submitted,Sat Oct 28 16:39:29 PDT 2017,Sat Oct 28 16:40:06 PDT 2017,Tue Oct 31 16:40:06 PDT 2017,,,,37,100% (1587/1587),100% (1509/1509),100% (1509/1509),AKofHsmxa1I,5,0,0,0,0,3,1,{},{},{},3,0,0,,
34OWYT6U3WT36LUJLJDH03UN2VU9IY,310F0WGLWJM86SJMYKLR3YFKF1FLT9,MOSI2 Video Annotation,Watch a short video clip and answer a single sentiment question,sentiment,$0.10,Sat Oct 28 15:33:17 PDT 2017,3,BatchId:2988081;OriginalHitTemplateId:926051491;,900,259200,Sat Nov 04 15:33:17 PDT 2017,,,3YMTUJH0DTSV5D1CO2LWLLG0ANZ4TE,A1U0GNE5ELW5V7,Submitted,Sat Oct 28 18:02:01 PDT 2017,Sat Oct 28 18:02:27 PDT 2017,Tue Oct 31 18:02:27 PDT 2017,,,,26,0% (0/0),0% (0/0),0% (0/0),AKofHsmxa1I,5,0,0,0,0,3,0,{},{},{},3,0,0,,
